Title,Score,ProgressChapter,ProgressVolumes,Type
Kabocha no Bouken,0,17,1,MANGA
Karasu ni Diamond,0,5,1,MANGA
K no Souretsu,0,22,2,MANGA
Koyoi wa Kimi to Chi no Kisu wo,0,5,1,MANGA
Monochrome Myst,0,20,3,MANGA
Tsurebito,0,23,4,MANGA
Continue,0,1,0,ONE_SHOT
Hareluya,0,10,1,MANGA
Chikan Diary,0,6,1,MANGA
Stigmata,0,15,3,MANGA
Merry Bad End,0,8,1,MANGA
Ordinary±,0,5,1,MANGA
Dusk Howler,0,91,0,MANGA
Hinadori No Waltz,0,58,9,MANGA
Saikyou Series,0,0,4,NOVEL
Golden Boy 2,0,16,2,MANGA
Count 0,0,0,2,MANGA
Color,0,5,1,MANGA
Hito ni Ienai Aidagara,0,6,1,MANGA
Tonari ni Kimi no Nukumori wo,0,7,1,MANGA
Absolute Witch,0,83,12,MANGA
Oya no Kao ga Mitemitai,0,5,1,MANGA
Girl's Ride,0,9,1,MANGA
Asklepios,0,20,3,MANGA
Tsurukusa no Niwa,0,7,1,MANGA
My Little Vampire,0,5,1,MANGA
Koi Tsukiyo no Himegoto,0,5,1,MANGA
Dekiai Robot,0,1,0,ONE_SHOT
Afuganisu-tan,0,1,0,ONE_SHOT
Ayahatori Shoukanchou,0,20,4,MANGA
Flying Bunny,0,1,0,ONE_SHOT
Devil May Cry,0,38,2,NOVEL
Inaba Rabbits,0,10,2,MANGA
Kimi wa Shoujo,0,6,1,MANGA
WHITE ALBUM,0,25,3,MANGA
Bakekano,0,21,2,MANGA
Kibou no Shima,0,20,3,MANGA
Shinobi Yoru Koi wa Kusemono,0,26,5,MANGA
Tsukumodou Kottouten,0,28,7,NOVEL
Hakui no Ousama,0,24,5,MANGA
Sekai no Hashikko to Anzu Jam,0,31,6,MANGA
Yumemiru Prima Girl!,0,26,2,MANGA
Girls und Panzer: Little Army II,0,13,3,MANGA
Hoshi to Harinezumi,0,6,1,MANGA
Megane Cafe Glass,0,5,1,MANGA
Yoroshiku Master,0,12,3,MANGA
Antique Romance,0,27,4,MANGA
Georgie!,0,53,5,MANGA
Amefurashi,0,5,1,MANGA
Parallel lines,0,5,1,MANGA
Matantei Loki Ragnarok,0,26,5,MANGA
Random Walk,0,16,3,MANGA
Joushikousei de, Hanayome de.,0,4,1,MANGA
Choujin Gakuen: Konton Mouryou Seishun Jihen,0,40,10,MANGA
Halcyon Lunch,0,11,2,MANGA
Battle Royale: Tenshitachi no Kokkyou,0,9,1,MANGA
Color,0,10,2,MANGA
Getsuyoubi kara Kataomoi,0,6,1,MANGA
Seven Ocean,0,6,1,MANGA
Aruite Ippo!!,0,24,3,MANGA
Cambrian,0,28,3,MANGA
Himouto! Umaru-chan G,0,18,1,MANGA
Enchanter,0,74,19,MANGA
Joshi BL,0,10,1,MANGA
Igai: The Play Dead/Alive,0,46,9,MANGA
Monkey Peak,0,119,12,MANGA
Miyori no Mori,0,23,3,MANGA
Gendai Majo Zukan,0,28,5,MANGA
Ryuuroden,0,158,37,MANGA
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,0,27,3,MANGA
Kingdom Hearts Birth by Sleep,0,19,3,NOVEL
Mirai Nikki,0,17,2,NOVEL
Sansha Sanyou,0,233,14,MANGA
1-en no Otoko,0,6,1,MANGA
Kimi ga Koi ni Midareru,0,12,2,MANGA
Puchi Puri,0,6,1,MANGA
Yuuyake Rocket Pencil,0,19,3,MANGA
Shiranai Kao,0,6,1,MANGA
Karin Airmail,0,4,1,MANGA
Cherries Fight,0,4,1,MANGA
Kuroneko Kareshi no Ouji Sama,0,0,0,MANGA
Aoi Haru, Kai Ito,0,5,1,MANGA
Yoru no Kagi,0,59,5,MANGA
Yonensei,0,6,1,MANGA
Kantai Collection -Kan Colle-: Shimakaze Tsumujikaze no Shoujo,0,26,3,MANGA
Jinbe,0,7,1,MANGA
Shiinake no Hitobito,0,25,6,MANGA
Delivery,0,6,2,MANGA
Ouji ka Prince,0,23,3,MANGA
Akuma to Tsuki no Yoru,0,1,0,ONE_SHOT
Bamora!,0,20,3,MANGA
Shin National Kid,0,19,1,MANGA
Tengen Toppa Gurren Lagann: Yoko no Obeso-hen,0,16,1,MANGA
Gyakusou Shoujo: Owaranai Natsuyasumi,0,10,2,MANGA
Bleach: Spirits Are Forever With You,0,28,2,NOVEL
Fukushoku Joshi,0,2,1,MANGA
Suppli,0,56,10,MANGA
Musuko no Yome,0,57,5,MANGA
Destro 246,0,49,7,MANGA
Kanokon,0,91,15,NOVEL
Yuri Seijin Naoko-san,0,110,5,MANGA
Ikenai Otoko,0,3,1,MANGA
Citrus Special Anthology: Lovely Party,0,11,1,MANGA
Sawatte, Tokashite.,0,6,1,MANGA
Aisubeki Fujitsu,0,5,1,MANGA
Pokémon Pocket Monsters,0,180,14,MANGA
Signal,0,6,1,MANGA
Hug Kiss Akushu,0,6,1,MANGA
Steps,0,7,1,MANGA
Ovally Trap,0,1,0,ONE_SHOT
Bal Jak,0,85,12,MANGA
Sayuri Hime,0,0,7,MANGA
"Aishiteru", Uso dakedo.,0,4,1,MANGA
K Side:Black & White,0,5,1,NOVEL
Bocchiman,0,11,2,MANGA
Uchi no Heika ga Shinmai de.,0,28,7,MANGA
Spiral Alive,0,28,5,MANGA
Tasogare Outfocus,0,7,1,MANGA
Kouya no Tenshidomo,0,16,3,MANGA
Warui Koto Bakkashite Gomennasai,0,3,1,MANGA
Sugarmilk,0,7,1,MANGA
Aka-chan to Boku,0,108,18,MANGA
Inu Jikan,0,5,1,MANGA
Mimitabu no Riyuu,0,5,1,MANGA
Ganota no Onna,0,27,3,MANGA
Mikami-san wo Furimukasetai,0,1,0,ONE_SHOT
Dr. Duo,0,0,5,MANGA
equus,0,8,1,MANGA
Kenjutsu Komachi,0,7,1,MANGA
Shadow Lady,0,24,3,MANGA
Okite Saisho ni Suru Koto wa,0,5,1,MANGA
Wolfull Moon,0,4,1,MANGA
Working!!: Re:Order,0,6,1,MANGA
Tsukimizuki Rikai no Tantei Satsujin,0,13,3,MANGA
Maohritsu Chu-boss Yousei Academia,0,16,3,MANGA
Dare datte Skylark,0,1,0,ONE_SHOT
Spriggan,0,59,11,MANGA
Akazukin no Ookami Deshi,0,15,3,MANGA
Ai de Birerong,0,1,0,ONE_SHOT
Fu-fu no Hon,0,1,0,MANGA
Toudo no Tabibito,0,6,1,MANGA
Ginzatoushi to Kuro no Yousei ~Sugar Apple Fairy Tale~,0,11,2,MANGA
Moonlight Flowers: Gekka Bijin,0,6,1,MANGA
Fly, Daddy, Fly,0,17,2,MANGA
Ootagawa Junjou Lovers,0,5,1,MANGA
Piercing,0,1,0,ONE_SHOT
Jurassic Gakuen,0,1,0,ONE_SHOT
Eden no Hana,0,42,12,MANGA
Mercenary Pierre,0,26,4,MANGA
Koukando ga Agaranai,0,7,1,MANGA
Oyasumi Jack the Ripper,0,15,3,MANGA
Ginga Tetsudou 999,0,0,7,MANGA
Chokotto Hime,0,92,7,MANGA
Shima Shima,0,107,12,MANGA
Tactics,0,0,15,MANGA
Narakarana,0,23,0,MANGA
Secret Crush,0,115,0,MANGA
EG Maker,0,31,4,MANGA
Gamyeon Sseun Yeoja,0,55,0,MANGA
Sannin Gurashi,0,6,1,MANGA
Tenohira Size.,0,8,1,MANGA
Love Letter of Flowers,0,6,1,MANGA
Senpai, Danjite Koidewa!,0,6,1,MANGA
Ane☆Mone Seikaten,0,4,1,MANGA
Bambi no Tegami,0,5,1,MANGA
Kengai Princess,0,43,7,MANGA
Zenbu Ore no Mono,0,7,1,MANGA
Iya da nante Iwasenai,0,0,2,MANGA
Biotop,0,17,1,MANGA
Abenobashi Mahou☆Shoutengai,0,12,2,MANGA
Tobenai Tori,0,5,1,MANGA
Megami no Libra,0,18,4,MANGA
Cherry x Cherry,0,12,2,MANGA
Fragile,0,1,0,ONE_SHOT
Huvahh,0,1,0,ONE_SHOT
Gesshoku Kitan,0,6,1,MANGA
Zetsubou Danshi to Chuugoku Musume,0,77,4,MANGA
Hakushaku to Yousei,0,0,33,NOVEL
Violet Evergarden Gaiden,0,6,1,NOVEL
Nightmare Funk,0,18,4,MANGA
Kamigami no Asobi,0,17,3,MANGA
Love Nest,0,13,2,MANGA
Captain Tsubasa Road to 2002,0,144,15,MANGA
Hitotsu no Koi no Hajimari,0,7,1,MANGA
Moon Walker LTD. Series,0,3,0,MANGA
Koi wa Go Go!,0,6,1,MANGA
Sora Tobi Tamashii,0,6,1,MANGA
Oyakusoku no Neverland,0,12,1,MANGA
Kiss me Princess,0,63,9,MANGA
Hatoful Kareshi,0,16,1,MANGA
Tanabata no Kuni,0,28,4,MANGA
Youjin,0,16,2,MANGA
Cat & Master Dog,0,1,0,ONE_SHOT
Wagamama Chie-chan,0,11,1,MANGA
Alice in Wonderland Anthology,0,9,1,MANGA
Redemption Camp,0,60,0,MANGA
Hokenshitsu no Tsumuri-san,0,36,2,MANGA
Ai★Kaimasse!,0,1,0,ONE_SHOT
Kamiki Kyoudai Okotowari,0,25,6,MANGA
Nozo x Kimi - 2-nensei-hen,0,44,5,MANGA
Spirit Fingers,0,162,9,MANGA
Hanbun no Tsuki ga Noboru Sora,0,0,8,NOVEL
Hiiragi Shougakkou Renai Club,0,43,7,MANGA
Uchouten Kazoku,0,25,4,MANGA
Yuri Danshi,0,21,5,MANGA
Qishi Huanxiang Ye,0,168,24,MANGA
Dousoukai,0,1,0,ONE_SHOT
Boku no Hero Academia - All Might: Rising,0,1,0,ONE_SHOT
Usotsuki Kusuriyubi,0,5,1,MANGA
Tsuiteru Kanojo,0,5,1,MANGA
Chocolate Girl,0,19,4,MANGA
Yuri ni Tanpopo,0,6,1,MANGA
Sprout,0,28,7,MANGA
Namae mo Shiranai Machiawase,0,7,1,MANGA
Heart no Kuni no Alice: My Fanatic Rabbit,0,12,2,MANGA
Lovey Dovey,0,29,5,MANGA
Kaichou-sama ga Fiancé de♡,0,32,5,MANGA
Shizuko wa Ore no Yome,0,12,3,MANGA
Astro,0,1,0,ONE_SHOT
Rose Hip Rose,0,11,4,MANGA
Kanojo no Omoide...,0,16,1,MANGA
Ikujinashi no Spectator,0,7,1,MANGA
Murikuri,0,1,0,ONE_SHOT
Kurenai no Ookami to Ashikase no Hitsuji,0,15,4,MANGA
Yankee to Yandere no Karera ni wa Tomodachi ga Inai,0,33,3,MANGA
Acma:Game,0,195,22,MANGA
Evil Heart,0,70,6,MANGA
Unbalance x Unbalance: After Story,0,50,0,MANGA
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,0,27,5,MANGA
Juukinzoku Kanojo,0,21,3,MANGA
Nemureru Tsuki,0,12,2,MANGA
Sekai wa Temee de Mawatteru,0,6,1,MANGA
Ouchi e Kaerou,0,5,1,MANGA
Coulomb Fille,0,14,3,MANGA
Katsubou no Manazashi,0,5,1,MANGA
Lucky Star Pocket Travelers,0,7,1,MANGA
Wanitokagegisu,0,44,4,MANGA
Hatsukoi Kouzoushiki,0,6,1,MANGA
Hwangjaeui Geom,0,44,8,MANGA
Akahime Ranshin,0,1,0,ONE_SHOT
Scuro,0,3,1,MANGA
Kaien no Bell de Oyasumi,0,33,3,MANGA
100 Days Dream,0,1,0,MANGA
Rock Paper Scissors,0,6,1,MANGA
Dakara Ore ni Shina yo,0,11,2,MANGA
17-sai Natsu -Seifuku no Jouji-,0,4,1,MANGA
Mahou Sensei Negima! Volume 0,0,1,1,MANGA
Hypnosis Mic: Division Rap Battle - side B.B & M.T.C,0,0,0,MANGA
Suzuki-san wa Tada Shizuka ni Kurashitai,0,18,3,MANGA
Love Come no Baka,0,17,3,MANGA
Code Geass: Hangyaku no Lelouch Koushiki Comic Anthology For Boys - Queen,0,83,5,MANGA
Family Man,0,41,3,MANGA
Nonnonba to Ore,0,25,2,MANGA
Ouji Hiroimashita,0,9,1,MANGA
Seikaku Kuzu De Nani Ga Warui,0,6,1,MANGA
Samurai Papa,0,12,1,MANGA
Daikirai na Aitsu!,0,5,1,MANGA
Stigma,0,11,1,MANGA
Mako to Aki-chan no Koigokoro,0,6,1,MANGA
Pie wo Agemashou, Anata ni Pie wo ne,0,4,1,MANGA
Kimi wa Amai Amai,0,7,1,MANGA
2 Dome no Koi no Hajimari wa,0,6,1,MANGA
Trompe-l'oeil no Yubisaki,0,6,1,MANGA
Anitsuu!,0,5,1,MANGA
Boku wa, Onnanoko,0,8,1,MANGA
Mondlicht: Tsuki no Tsubasa,0,34,5,MANGA
Bara no Maria,0,12,3,MANGA
Unfather,0,40,0,MANGA
Sekisei Inko,0,48,5,MANGA
Shinseiki Evangelion: Ikari Shinji Tantei Nikki,0,9,2,MANGA
Sakura Tsuushin,0,223,20,MANGA
Megumi no Daigo,0,182,20,MANGA
Yomekura,0,44,11,MANGA
E.A.r.T.h,0,28,4,MANGA
Midarini Midarana Kuroyukihime Online,0,28,4,MANGA
Tetsuwan Birdy,0,10,1,MANGA
Outbreak Company: Moeru Shinryakusha,0,25,4,MANGA
Geunyeoui Simcheong,0,81,0,MANGA
Hinadori wa Shiokaze ni Madoromu,0,8,1,MANGA
Taka ga Koi Daro,0,6,1,MANGA
Tsumasaki ni Kourozu,0,8,1,MANGA
Mahou Tsukai to Koi no Biyaku,0,1,0,ONE_SHOT
Nekrateholic,0,7,1,MANGA
Rensou Mode,0,1,0,ONE_SHOT
Tokyo Lastochika,0,10,2,MANGA
Amagami: Dreamy Forever,0,4,1,MANGA
King of Bandit Jing,0,35,7,MANGA
Past Day Present,0,1,0,ONE_SHOT
Kami-sama x Ore-sama x Danna-sama!?,0,26,5,MANGA
Do You Want to Try?,0,18,5,MANGA
Otokonoko Doushi Renai Chuu,0,5,1,MANGA
Transfer Student Storm Bringer Reboot,0,19,0,MANGA
Rasen no Vamp,0,3,1,MANGA
Sword Art Online: Silica Edition,0,2,1,MANGA
50 Million Km,0,23,3,MANGA
Shugo Chara-chan!,0,79,4,MANGA
Otona Ni Nuts,0,16,4,MANGA
Koibito Play,0,20,2,MANGA
Sensei to Watashi,0,23,4,MANGA
Megu Miruku,0,15,3,MANGA
Dennou Alice to Inaba-kun,0,10,0,MANGA
Himeyaka na Tousaku,0,5,1,MANGA
Black Magic,0,4,1,MANGA
Gaitou Alice,0,16,3,MANGA
Earthian,0,30,5,MANGA
Nabillera,0,56,5,MANGA
Outlaw Star,0,17,3,MANGA
Sensei wa Ore no Mono,0,18,3,MANGA
Trinity Blood,0,0,12,NOVEL
Koko wo Isekai to Suru!,0,11,2,MANGA
Seiken Tsukai no World Break,0,171,22,NOVEL
Tenohira no Seiza,0,5,1,MANGA
Chibi to Pocchari de Renai Shimasu kedo, Nani ka?,0,1,0,ONE_SHOT
Chikyuu Umare no Anata e,0,6,1,MANGA
Watashi no + Okusuri,0,5,1,MANGA
Patchwork,0,1,0,ONE_SHOT
Shikeisyu 042,0,29,5,MANGA
Fire Emblem: Hasha no Tsurugi,0,45,11,MANGA
Seventeen Maple,0,1,0,ONE_SHOT
Deep Sex,0,3,1,MANGA
Majo no Yaen,0,1,0,ONE_SHOT
Revenge Game,0,8,1,MANGA
Bleach: Letters From the Other Side,0,10,1,NOVEL
Shokugeki no Souma: à la Carte!,0,24,3,NOVEL
Marine Corps Yumi,0,193,7,MANGA
Gakuen K,0,22,4,MANGA
Kamui Den,0,0,21,MANGA
Yatteranneeze!,0,22,7,MANGA
La Satanica,0,5,1,MANGA
Itoshii Akuma,0,8,1,MANGA
Bokura no Hentai dj - Boku Tabun Hentai,0,1,1,MANGA
Harinezumi no Harry,0,323,3,MANGA
Koibito wa Hatsujouki,0,9,1,MANGA
Hakase no Kimagure Homunculus,0,46,2,MANGA
Overlord: Koushiki Comic à la Carte,0,47,3,MANGA
Persona Q: Shadow of the Labyrinth - Side:P4,0,24,4,MANGA
Front Mission: Dog Life & Dog Style,0,0,10,MANGA
Deadlock,0,0,4,MANGA
ZIGA,0,15,2,MANGA
Kiss and Never Cry,0,65,11,MANGA
Digimon,0,35,5,MANGA
One Piece: Loguetown-hen,0,0,1,NOVEL
Pokémon Réburst,0,76,8,MANGA
Beatless,0,14,1,NOVEL
Magikano,0,53,10,MANGA
Koi wa Moumoku,0,1,0,ONE_SHOT
Kindan no Koi de Ikou,0,50,10,MANGA
Hachimitsu Darling,0,8,1,MANGA
selector infected WIXOSS: peeping analyze,0,11,2,MANGA
Love Flicker,0,7,1,MANGA
Gyakuten Saiban Official Anthology Comic (Naruhodou Version),0,21,2,MANGA
Katsura Akira,0,4,1,MANGA
Kiss made Ato 3 cm,0,7,1,MANGA
Nine,0,27,5,MANGA
Klan,0,15,3,MANGA
Amai Kimi ga Suki,0,6,1,MANGA
Bloody Kiss,0,5,1,MANGA
Kozure Ookami,0,6,1,MANGA
Donggeo,0,54,0,MANGA
Grenadier,0,36,7,MANGA
Meteor-san Strike desu!,0,12,3,MANGA
Gakuen Heaven,0,3,1,MANGA
Amakute Zurui Wana no Naka,0,5,1,MANGA
Kurogane Hime,0,0,4,MANGA
Zansatsu! Ponytail,0,1,0,ONE_SHOT
Hatsujou Animal,0,6,1,MANGA
Adam to Eve,0,15,2,MANGA
Rappa,0,17,2,MANGA
Zhongyu He Hei Fen Tongjule,0,56,0,MANGA
Kanojo wa Otou-san,0,14,2,MANGA
Sekai no Owari no Encore,0,89,10,NOVEL
Shachiku to Gal ga Irekawari Mashite,0,21,2,MANGA
Itsuka Tenma no Kuro Usagi,0,60,13,NOVEL
Manyuu Hikenchou,0,46,7,MANGA
Toaru Hikuushi e no Tsuioku,0,13,1,NOVEL
Amnesia Later,0,5,1,MANGA
Getsuyoubi no Tomodachi,0,8,2,MANGA
Ookami ni Kuchizuke,0,12,2,MANGA
Kemono no Souja,0,66,11,MANGA
Lian Shi Yingchaose,0,90,0,MANGA
Sono Mama de,0,6,1,MANGA
Kabe no Naka no Tenshi,0,6,1,MANGA
Dead Man's Q,0,3,0,MANGA
Jun: Shotaro no Fantasy World,0,34,2,MANGA
Ningyo ga Fuchi,0,1,0,ONE_SHOT
Machiko wa Oborekake,0,1,0,ONE_SHOT
Darling,0,21,4,MANGA
Dokumushi Kozou,0,13,1,MANGA
Zetsubou no Trigger,0,1,0,ONE_SHOT
G-Senjou no Neko,0,19,3,MANGA
Clannad 4-koma Manga Gekijyou,0,15,1,MANGA
Tonagura!,0,0,13,MANGA
2001+5,0,11,1,MANGA
Balance Days,0,1,0,ONE_SHOT
Futatabi,0,1,0,ONE_SHOT
Momo to Botan to Yuri no Hana,0,5,0,MANGA
Banana Bread Pudding,0,5,1,MANGA
Shuumatsu no Tenki,0,25,3,MANGA
Seijun Shoujo Paradigm,0,7,1,MANGA
Mahoujin Guru Guru,0,158,16,MANGA
Hana Nochi Hare: Hanadan Next Season,0,113,15,MANGA
Hoshigami-kun wa Douka Shiteiru,0,25,5,MANGA
Shousetsu Toukou Saito wo Riyou Shite Itara, Class no Bishoujo ga Dokusha datta,0,14,2,MANGA
Shion of the Dead,0,43,3,MANGA
Nicoichi,0,120,10,MANGA
Custom Maid!,0,0,2,MANGA
Ten Prism,0,87,12,MANGA
Itoshi no Living Dead,0,1,0,ONE_SHOT
Otomentaru,0,9,2,MANGA
Love Hina: Special Project,0,1,0,ONE_SHOT
Soukoku no Garou: Hokuto no Ken Rei Gaiden,0,54,6,MANGA
Tsujimura-san wa Himitsu,0,1,0,ONE_SHOT
Snow in the Dark,0,5,1,MANGA
Carat!,0,13,2,MANGA
Silent Blue,0,6,1,MANGA
Houkago Play 3,0,15,1,MANGA
Kirepapa,0,0,4,MANGA
Water.,0,19,1,MANGA
Colored,0,9,1,MANGA
Secret no Mukougawa,0,15,4,MANGA
Majo to Boku,0,1,0,ONE_SHOT
Koutetsujou no Kabaneri,0,28,4,MANGA
Densha Otoko - Demo, Ore Tabidatsuyo,0,13,3,MANGA
Gekkou Jourei,0,286,29,MANGA
Nankuru Nee-san,0,34,5,MANGA
Ousama Game Rinjou,0,0,4,MANGA
Dear Brother!,0,20,5,MANGA
Astral Project: Tsuki no Hikari,0,36,4,MANGA
Omerta: Kochou no Yume no Hate,0,4,1,MANGA
Ikasama Memory,0,12,2,MANGA
Oubou Ookami to Shoushin Akazukin,0,1,0,ONE_SHOT
Kaeru no Prince-sama,0,6,1,MANGA
Ou-sama wa Shitsuji-sama,0,5,1,MANGA
Houkago, Sensei to Koi ni Ochiru,0,5,1,MANGA
Peridot,0,50,6,MANGA
Undead + Unluck,0,1,0,ONE_SHOT
Hana wa Sakura Yori mo Hana no Gotoku,0,12,2,MANGA
Roppongi Black Cross,0,70,4,MANGA
Atashi no Idol,0,1,0,ONE_SHOT
Dance with Devils: Blight,0,12,2,MANGA
Rewrite: Side-B,0,52,8,MANGA
Mushishi Gaitanshuu,0,5,1,MANGA
Ore no Pantsu ga Nerawareteita,0,27,4,MANGA
Izure Shinwa no Ragnarok,0,17,3,MANGA
H・E: The Hunt for Energy,0,17,3,MANGA
Butterfly,0,43,5,MANGA
Hikari-Man,0,83,8,MANGA
Sono Go no Crows,0,7,1,MANGA
Othello,0,2,0,MANGA
Jappa no Amane,0,8,1,MANGA
Osaerarenai!,0,5,1,MANGA
Neko no Koi,0,7,1,MANGA
Ai Subeki Sadist,0,5,1,MANGA
Futari no Himitsu,0,0,3,MANGA
Adeiro Yuugi,0,6,1,MANGA
Lodoss-tou Senki: Haiiro no Majo,0,22,3,MANGA
Okama Hakusho,0,61,5,MANGA
Needless Zero,0,10,2,MANGA
Mukidashi no Koi,0,6,1,MANGA
Nejishiki,0,7,1,MANGA
Amaeru Kubiwa,0,6,1,MANGA
Umezu-sensei to Watashi,0,1,0,ONE_SHOT
Devilman Mokushiroku: Strange Days,0,6,1,MANGA
Babel no Toshokan,0,10,1,MANGA
Ero♥Meruhen: Hoshi no Ginka,0,2,1,MANGA
Gunmania,0,3,1,MANGA
Kaidan Nikki,0,16,3,MANGA
Phantom ~Requiem for the Phantom~,0,13,3,MANGA
Futaribocchi Sensou,0,11,3,MANGA
Vampire Knight: Noir no Wana,0,3,1,NOVEL
Duel!,0,52,6,MANGA
Makkurayami de Kimi to,,0,6,1,MANGA
Oh My Hero!,0,6,1,MANGA
Ten no Ryuu Chi no Sakura,0,15,3,MANGA
Kyouju to Shitsuji no Shizuka na Seikatsu,0,8,2,MANGA
Renai Joujou,0,6,1,MANGA
Tetsunaki no Kirinji,0,42,4,MANGA
Kimi de Oboreta Ato wa,0,7,1,MANGA
Inai Boku wa Hotarumachi ni Iru,0,10,2,MANGA
Koibumi: Yamamoto Souichirou Tanpenshuu,0,1,0,MANGA
Ikinari! Full Metal Panic!,0,29,5,MANGA
Risou no Koibito,0,1,1,MANGA
Lemonade,0,23,1,MANGA
Obito no Hime to Kubinashi Kishi,0,4,0,MANGA
Kekkai Sensou,0,1,0,ONE_SHOT
Chameleon Jail,0,15,2,MANGA
Fate/Prototype Tribute Phantasm,0,9,1,MANGA
Gekijouban Steins;Gate: Fuka Ryouiki no Déjà vu,0,9,2,MANGA
Devilman Saga,0,116,13,MANGA
Ike Loli,0,104,0,MANGA
Agharta,0,104,11,MANGA
Devil Survivor 2: Show Your Free Will,0,0,2,MANGA
Kaichuu!,0,0,12,MANGA
Kaze ga Tsuyoku Fuiteiru,0,50,6,MANGA
Tsuki to Yabanjin,0,6,1,MANGA
Sexy Commando Gaiden: Sugoiyo! Masaru-san,0,79,7,MANGA
Sueopsigan Geunyeo,0,28,1,MANGA
Mijukuna Kareshi,0,8,1,MANGA
Ikumen Datte Koi Shimasu.,0,6,1,MANGA
To LOVE-Ru: Rito to Sayaka no Houkago Ato,0,1,0,ONE_SHOT
Haeniwa no Zigzag,0,1,0,ONE_SHOT
Kantan na Enquete desu,0,32,1,NOVEL
Hanjip Du Sallim,0,24,0,MANGA
Black Yagi to Gekiyaku Madeleine,0,6,1,MANGA
Kiriwo Terrible,0,37,4,MANGA
The Crater,0,17,3,MANGA
A Girls,0,15,3,MANGA
Femme Fatale,0,12,3,MANGA
...no Onna,0,4,1,MANGA
Trans Boy,0,2,0,MANGA
Nemuri no Fuchi,0,14,3,MANGA
Kiichi!!,0,87,9,MANGA
Heisei Umare,0,14,2,MANGA
Taihai no Hanauri,0,125,1,MANGA
Koisuru Barairo Tenchou,0,7,1,MANGA
Kyou mo Uchi de Machiawase,0,5,1,MANGA
Orange Kiss,0,4,1,MANGA
Hare no Hi,0,1,0,ONE_SHOT
Kawaii Obaka-kun,0,6,1,MANGA
Idol Shopping,0,48,12,MANGA
Pride Complex,0,29,0,MANGA
Tony Takezaki no Evangelion,0,36,1,MANGA
Renai Game,0,8,1,MANGA
Majo-kun to Watashi,0,6,1,MANGA
Ningen ni Koishita Oni wa Warau,0,34,4,MANGA
Ane no Kekkon,0,48,8,MANGA
Futari Ecchi for Ladies,0,12,2,MANGA
Shikabane Shoujo to Kakanai Gaka,0,14,2,MANGA
Ohayou to Oyasumi to Sono Ato ni,0,16,4,MANGA
Outlanders,0,33,8,MANGA
Umiiro March,0,0,0,MANGA
Mayonaka no Waltz,0,1,0,ONE_SHOT
Ubawarerukoto Marugoto Zenbu,0,6,1,MANGA
Bara to Yaban,0,7,1,MANGA
Dice,0,10,2,MANGA
Sakura Namiki,0,4,1,MANGA
Sugar Dark: Umerareta Yami to Shoujo,0,13,1,NOVEL
Order wa Boku de Yoroshii desu ka?,0,5,1,MANGA
Neji,0,3,1,MANGA
Elhanburg no Tenshi,0,5,1,MANGA
Rumic World,0,18,3,MANGA
Mikake no Nijuusei,0,7,1,MANGA
Yorokobi wa Hiza no Ue,0,6,1,MANGA
Tales of Xillia: Side;Milla,0,29,5,MANGA
.hack//4koma,0,13,1,MANGA
Choudouryoku Mouko Daishuurai,0,11,1,MANGA
Toumei na Usui Mizuiro ni,0,3,1,MANGA
Heart no Diamond,0,15,3,MANGA
Chaosic Rune,0,71,8,MANGA
Love Vibes,0,7,1,MANGA
Todo no Tsumari no Uchouten,0,14,2,MANGA
Otometic Syndrome,0,109,0,MANGA
SSSS.GRIDMAN ANTHOLOGY,0,12,1,MANGA
Tetragrammaton Labyrinth,0,37,6,MANGA
Goreijou Takashima Kiyono wa Hisoka ni Tashinamu.,0,28,3,MANGA
Bleach: The Death Save The Strawberry,0,7,1,NOVEL
Urasai,0,35,5,MANGA
Jabberwocky,0,30,7,MANGA
Kimi ni Sukitte Iwasetai,0,7,1,MANGA
Eojjeoda Balgyeonhan 7wol,0,53,0,MANGA
Kuusen Madoushi Kouhosei no Kyoukan,0,24,4,MANGA
Tales of Symphonia: Extra Load,0,6,1,MANGA
Love Mode,0,54,11,MANGA
Melo Holic,0,73,0,MANGA
Uchi no Tantei Shirimasen ka?,0,5,1,MANGA
Sweet 16,0,5,1,MANGA
Daiji na Koto nanode, Nido.,0,6,1,MANGA
Kaine,0,4,1,MANGA
Datte Asobi desho?,0,6,1,MANGA
Cheonsaeng Yeonbun,0,51,0,MANGA
Smuggler,0,4,1,MANGA
Bukiyou Na Bokura No Sukima,0,8,1,MANGA
Kouryaku Syndrome,0,7,1,MANGA
Doutei Hitsuji to Abazure Ookami,0,6,1,MANGA
Nami Iro,0,7,1,MANGA
Sentaku no Toki,0,11,3,MANGA
Doki Doki Summer Beach,0,1,0,ONE_SHOT
Cutie Honey a Go Go!,0,10,1,MANGA
Aqua Knight,0,28,3,MANGA
Kare Kano Hajimemashita,0,1,0,ONE_SHOT
Tokimeki Tonight,0,0,30,MANGA
Karasuma Kyouko no Jikenbo,0,86,10,MANGA
20 Seiki Shounen: Ujiko Ujio Sakuhinshuu,0,8,1,MANGA
Taimadou Gakuen 35 Shiken Shoutai,0,12,2,MANGA
Usotsuki Mii-kun to Kowareta Maa-chan,0,61,11,NOVEL
Shuujin Riku,0,337,38,MANGA
